ECG-mV,EMG-mV,foot GSR-mV,hand GSR-mV,HR-bpm,RESP-mV,Stress
0.118,0.0415,9.728,6.351,95.0,44.96,1.0
0.106,0.05175,9.719,6.341,95.0,44.0,1.0
-0.061,0.07249999999999998,9.712,6.331,93.0,43.19,1.0
-0.059,0.03625,9.702000000000002,6.321,93.0,42.51,1.0
-0.056,0.05175,9.692,6.311,93.0,42.0,1.0
-0.033,0.08799999999999998,9.68,6.301,93.0,41.5,1.0
-0.049,0.0465,9.670000000000002,6.291,93.0,41.18,1.0
0.168,0.07775,9.66,6.279,93.0,41.07,1.0
-0.031,0.07249999999999998,9.65,6.269,93.0,41.1,1.0
-0.045,0.057,9.64,6.259,93.0,41.28,1.0
0.101,0.057,9.63,6.249,93.0,41.58,1.0
0.115,0.057,9.62,6.239,93.0,42.01,1.0
-0.065,0.06225,9.61,6.231,93.0,42.53,1.0
-0.076,0.0465,9.6,6.222,91.0,43.06,1.0
-0.07399999999999998,0.05175,9.592,6.214,91.0,43.56,1.0
-0.07299999999999998,0.0415,9.582,6.206,91.0,43.93,1.0
-0.051,0.06225,9.573,6.197,91.0,44.34,1.0
-0.021,0.06225,9.563,6.189,91.0,44.83,1.0
0.076,0.09325000000000001,9.553,6.182,91.0,45.32,1.0
-0.091,0.057,9.544,6.175,91.0,45.74,1.0
0.035,0.057,9.536,6.169,91.0,46.11,1.0
0.07,0.05175,9.528,6.164,91.0,46.52,1.0
-0.107,0.09325000000000001,9.521,6.156,91.0,46.89,1.0
-0.119,0.1035,9.512,6.15,91.0,47.24,1.0
-0.111,0.08275,9.505,6.144,91.0,47.5,1.0
-0.07299999999999998,0.0985,9.497,6.139,91.0,47.6,1.0
-0.163,0.0985,9.49,6.134,91.0,47.79,1.0
0.179,0.13975,9.476,6.121,91.0,48.86,1.0
-0.237,0.1035,9.475,6.121,91.0,48.93,1.0
-0.097,0.0985,9.467,6.116,91.0,49.67,1.0
0.038,0.08275,9.46,6.111,97.0,50.53,1.0
-0.066,0.0985,9.453,6.106,97.0,51.48,1.0
-0.173,0.07775,9.448,6.101,97.0,52.3,1.0
-0.159,0.09325000000000001,9.443,6.097,97.0,52.94,1.0
-0.153,0.07249999999999998,9.435,6.092,97.0,53.23,1.0
-0.113,0.06225,9.43,6.087,97.0,53.38,1.0
-0.153,0.07775,9.425,6.082,97.0,53.69,1.0
0.064,0.09325000000000001,9.418,6.077,97.0,53.66,1.0
-0.144,0.05175,9.411,6.072,97.0,53.44,1.0
-0.015,0.05175,9.405,6.068,97.0,53.09,1.0
0.041,0.07249999999999998,9.4,6.064,97.0,52.78,1.0
-0.112,0.057,9.395,6.059,97.0,52.47,1.0
-0.132,0.057,9.39,6.054,97.0,51.82,1.0
-0.115,0.06725,9.385,6.049,97.0,50.93,1.0
-0.132,0.1035,9.379,6.046,97.0,49.72,1.0
-0.049,0.06725,9.375,6.042,97.0,48.68,1.0
-0.165,0.06225,9.37,6.037,97.0,47.84,1.0
0.211,0.07249999999999998,9.364,6.032,97.0,47.11,1.0
-0.134,0.06725,9.358,6.027,97.0,46.4,1.0
-0.022,0.05175,9.355,6.024,97.0,45.76,1.0
0.138,0.07775,9.351,6.019,89.0,45.24,1.0
-0.014,0.057,9.346,6.017,89.0,44.78,1.0
-0.12,0.06725,9.342,6.012,89.0,44.41,1.0
-0.096,0.057,9.338,6.009,89.0,44.08,1.0
-0.1,0.07775,9.333,6.005,89.0,43.77,1.0
-0.036,0.057,9.331,6.001,89.0,43.43,1.0
-0.156,0.07249999999999998,9.327000000000002,5.997,89.0,43.3,1.0
0.176,0.10875,9.321,5.992,89.0,43.23,1.0
-0.107,0.057,9.318,5.989,89.0,43.22,1.0
0.011,0.08799999999999998,9.313,5.986,89.0,43.18,1.0
0.119,0.057,9.31,5.982,89.0,43.16,1.0
-0.057,0.06225,9.306,5.977,89.0,43.14,1.0
-0.116,0.07249999999999998,9.303,5.975,94.0,43.15,1.0
-0.08899999999999998,0.07249999999999998,9.298,5.971,94.0,43.16,1.0
-0.072,0.06725,9.295000000000002,5.967,94.0,43.14,1.0
-0.064,0.07775,9.291,5.965,94.0,43.11,1.0
0.008999999999999998,0.07775,9.288,5.96,94.0,43.2,1.0
-0.008,0.07249999999999998,9.283,5.957,94.0,43.36,1.0
-0.09300000000000001,0.057,9.278,5.954,94.0,43.49,1.0
0.047,0.07249999999999998,9.276,5.951,96.0,43.54,1.0
0.069,0.057,9.273,5.949,96.0,43.5,1.0
-0.099,0.0415,9.269,5.946,96.0,43.43,1.0
-0.1,0.06725,9.266,5.942,96.0,43.35,1.0
-0.095,0.05175,9.263000000000002,5.94,96.0,43.26,1.0
-0.028,0.07249999999999998,9.259,5.937,96.0,43.01,1.0
-0.114,0.057,9.256,5.934,96.0,42.83,1.0
0.229,0.08799999999999998,9.253,5.93,96.0,42.77,1.0
-0.169,0.06725,9.249,5.927,96.0,42.78,1.0
-0.017,0.06725,9.244,5.925,96.0,42.75,1.0
0.127,0.06725,9.241,5.921,96.0,42.7,1.0
0.046,0.06725,9.236,5.918,96.0,42.54,1.0
-0.066,0.057,9.234000000000002,5.915,96.0,42.3,1.0
-0.049,0.06725,9.231,5.913,96.0,41.98,1.0
-0.06,0.06225,9.228,5.91,96.0,41.61,1.0
0.031,0.0465,9.224,5.908,96.0,41.2,1.0
-0.106,0.057,9.22,5.904,96.0,40.91,1.0
0.209,0.06225,9.216,5.9,96.0,40.71,1.0
-0.044,0.05175,9.211,5.898,96.0,40.58,1.0
0.055,0.0415,9.209,5.895,96.0,40.46,1.0
0.154,0.06725,9.205,5.892,96.0,40.27,1.0
0.028,0.05175,9.203,5.889,96.0,40.14,1.0
-0.023,0.10875,9.199,5.885,95.0,39.98,1.0
-0.025,0.0465,9.196,5.883,95.0,39.6,1.0
-0.053,0.057,9.193,5.88,95.0,39.25,1.0
0.047,0.05175,9.189,5.878,95.0,39.2,1.0
-0.077,0.057,9.186000000000002,5.874,95.0,39.54,1.0
0.219,0.06725,9.183,5.872,95.0,39.89,1.0
-0.035,0.05175,9.179,5.868,95.0,40.71,1.0
0.061,0.06225,9.177,5.865,95.0,41.7,1.0
0.151,0.0465,9.174,5.863,95.0,42.04,1.0
0.059,0.0465,9.171,5.86,95.0,41.9,1.0
-0.001,0.05175,9.167,5.858,95.0,41.76,1.0
-0.001,0.0415,9.166,5.855,95.0,41.61,1.0
-0.027,0.057,9.162,5.853,95.0,41.32,1.0
0.04,0.0415,9.159,5.849,91.0,40.81,1.0
-0.021,0.0465,9.157,5.847,91.0,40.7,1.0
0.273,0.06725,9.154000000000002,5.845,91.0,40.91,1.0
-0.041,0.057,9.152,5.842,91.0,41.12,1.0
0.057,0.057,9.148,5.84,91.0,41.11,1.0
0.129,0.057,9.146,5.837,91.0,41.03,1.0
0.081,0.05175,9.144,5.833,91.0,40.97,1.0
-0.003,0.0415,9.142,5.832,91.0,40.93,1.0
0.0,0.06225,9.137,5.827,91.0,40.89,1.0
-0.025,0.06725,9.137,5.827,91.0,40.89,1.0
-0.02,0.0465,9.133,5.825,90.0,40.71,1.0
0.046,0.057,9.132,5.822,90.0,40.62,1.0
0.016,0.07249999999999998,9.129,5.82,90.0,40.65,1.0
0.131,0.0985,9.126,5.818,90.0,40.71,1.0
-0.003,0.0415,9.123,5.815,90.0,40.65,1.0
0.101,0.06725,9.119,5.812,90.0,40.55,1.0
0.12,0.03625,9.117,5.808,90.0,40.46,1.0
0.012,0.057,9.114,5.807,90.0,40.38,1.0
0.002,0.0465,9.111,5.806,89.0,40.33,1.0
-0.014,0.03625,9.108,5.802,89.0,40.27,1.0
-0.038,0.0465,9.104,5.802,89.0,40.08,1.0
0.058,0.05175,9.102,5.802,89.0,39.96,1.0
-0.061,0.05175,9.099,5.8,89.0,39.98,1.0
0.213,0.05175,9.097,5.8,89.0,40.03,1.0
-0.039,0.05175,9.094,5.797,89.0,40.04,1.0
0.054,0.03625,9.09,5.797,89.0,40.01,1.0
0.13,0.0415,9.087,5.797,89.0,39.99,1.0
0.042,0.0465,9.084,5.8,89.0,39.97,1.0
-0.016,0.0465,9.081,5.8,89.0,39.98,1.0
-0.02,0.0415,9.077000000000002,5.8,89.0,39.97,1.0
-0.05,0.057,9.075,5.8,89.0,39.92,1.0
0.02,0.05175,9.072,5.8,89.0,39.8,1.0
0.021,0.05175,9.07,5.798,89.0,39.79,1.0
-0.08999999999999998,0.0415,9.067,5.797,89.0,39.87,1.0
0.196,0.09325000000000001,9.065,5.795,89.0,39.91,1.0
-0.044,0.03625,9.061000000000002,5.795,89.0,39.92,1.0
0.049,0.05175,9.056,5.791,89.0,39.92,1.0
0.116,0.05175,9.056,5.791,89.0,39.92,1.0
0.018,0.0415,9.055,5.788,89.0,39.92,1.0
-0.028,0.06225,9.052,5.786,85.0,39.94,1.0
-0.026,0.05175,9.05,5.783,85.0,39.94,1.0
-0.057,0.05175,9.046,5.781,85.0,39.88,1.0
-0.058,0.0465,9.044,5.778,85.0,39.77,1.0
0.019,0.07249999999999998,9.041,5.775,85.0,39.79,1.0
-0.059,0.0415,9.039,5.773,85.0,39.95,1.0
0.145,0.08799999999999998,9.035,5.77,85.0,40.13,1.0
-0.04,0.057,9.032,5.77,85.0,40.14,1.0
0.067,0.057,9.03,5.766,85.0,40.07,1.0
0.108,0.0415,9.026,5.763,85.0,39.96,1.0
-0.004,0.0465,9.024,5.76,85.0,39.84,1.0
-0.024,0.03625,9.02,5.757,86.0,39.77,1.0
-0.035,0.06725,9.017,5.756,86.0,39.58,1.0
-0.062,0.0465,9.014,5.753,86.0,39.26,1.0
0.008,0.057,9.011,5.742,86.0,39.03,1.0
0.007,0.06725,9.008,5.732,86.0,39.04,1.0
-0.081,0.05175,9.005,5.724,86.0,39.09,1.0
0.193,0.11925,9.0,5.703,86.0,39.1,1.0
-0.04,0.06725,8.997999999999998,5.691,86.0,39.09,1.0
0.06,0.0415,8.993,5.689,86.0,39.15,1.0
0.119,0.03625,8.992,5.689,86.0,39.16,1.0
0.007,0.0415,8.989,5.685,86.0,39.23,1.0
-0.031,0.0415,8.987,5.687,83.0,39.33,1.0
-0.051,0.057,8.984,5.705,83.0,39.42,1.0
-0.063,0.05175,8.98,5.719,83.0,39.38,1.0
-0.059,0.0415,8.977999999999998,5.72,83.0,39.3,1.0
0.02,0.0465,8.974999999999998,5.715,83.0,39.37,1.0
-0.059,0.05175,8.973,5.7,83.0,39.47,1.0
0.161,0.07249999999999998,8.965,5.674,83.0,39.55,1.0
-0.038,0.06225,8.967,5.673,83.0,39.56,1.0
0.071,0.05175,8.964,5.681,83.0,39.57,1.0
0.112,0.0465,8.96,5.691,83.0,39.57,1.0
-0.011,0.0415,8.958,5.696,83.0,39.59,1.0
-0.035,0.057,8.954,5.698,85.0,39.63,1.0
-0.037,0.06225,8.952,5.698,85.0,39.65,1.0
-0.054,0.057,8.949,5.698,85.0,39.57,1.0
-0.08799999999999998,0.057,8.945,5.698,85.0,39.44,1.0
-0.008,0.06225,8.942999999999998,5.695,85.0,39.48,1.0
-0.117,0.057,8.939999999999998,5.695,85.0,39.55,1.0
0.178,0.08799999999999998,8.938,5.693,85.0,39.54,1.0
-0.058,0.171,8.934,5.693,85.0,39.45,1.0
0.049,0.1555,8.929999999999998,5.693,85.0,39.66,1.0
0.119,0.08275,8.928,5.695,83.0,39.9,1.0
0.001,0.0415,8.925,5.694,83.0,40.04,1.0
-0.042,0.05175,8.923,5.689,83.0,40.17,1.0
-0.037,0.0465,8.920999999999998,5.685,83.0,40.18,1.0
-0.068,0.05175,8.918,5.681,83.0,40.08,1.0
-0.042,0.05175,8.916,5.676,83.0,39.96,1.0
-0.022,0.05175,8.913,5.671,83.0,40.06,1.0
0.168,0.11925,8.91,5.669,83.0,40.24,1.0
-0.066,0.0465,8.907,5.664,83.0,40.44,1.0
-0.022,0.08275,8.904999999999998,5.66,83.0,40.69,1.0
0.104,0.07249999999999998,8.902,5.663,83.0,40.9,1.0
0.091,0.0465,8.897999999999998,5.66,83.0,41.03,1.0
-0.047,0.06225,8.896,5.658,86.0,41.2,1.0
-0.054,0.07249999999999998,8.893,5.656,86.0,41.32,1.0
-0.069,0.0465,8.891,5.656,86.0,41.36,1.0
-0.09300000000000001,0.06225,8.887,5.652,86.0,41.26,1.0
-0.016,0.05175,8.883,5.648,86.0,41.19,1.0
-0.102,0.0465,8.881999999999998,5.642,86.0,41.18,1.0
0.216,0.07249999999999998,8.878,5.627,86.0,41.18,1.0
-0.119,0.03625,8.875999999999998,5.617,86.0,41.21,1.0
-0.001,0.05175,8.872999999999998,5.616,86.0,41.23,1.0
0.107,0.07775,8.87,5.617,87.0,41.41,1.0
0.021,0.06225,8.867,5.621,87.0,41.65,1.0
-0.071,0.06225,8.865,5.623,87.0,41.8,1.0
-0.058,0.0465,8.862,5.626,87.0,41.84,1.0
-0.078,0.0415,8.859999999999998,5.626,87.0,41.84,1.0
-0.079,0.06725,8.856999999999998,5.623,87.0,41.69,1.0
-0.014,0.08275,8.852999999999998,5.622,87.0,41.63,1.0
-0.047,0.07249999999999998,8.851,5.619,87.0,41.68,1.0
0.131,0.114,8.846999999999998,5.616,87.0,41.74,1.0
-0.054,0.07249999999999998,8.843,5.613,87.0,41.73,1.0
0.067,0.07249999999999998,8.840999999999998,5.609,87.0,41.7,1.0
0.109,0.0465,8.836,5.607,88.0,41.72,1.0
-0.04,0.08275,8.830999999999998,5.606,88.0,41.7,1.0
-0.055,0.0985,8.826,5.602,88.0,41.71,1.0
-0.052,0.1035,8.823,5.599,88.0,41.76,1.0
-0.076,0.08275,8.819,5.596,88.0,41.75,1.0
-0.026,0.1035,8.817999999999998,5.592,88.0,41.69,1.0
-0.054,0.06225,8.814999999999998,5.589,88.0,41.79,1.0
0.281,0.19175,8.814,5.584,88.0,42.0,1.0
-0.152,0.20725,8.811,5.582,88.0,42.2,1.0
-0.012,0.05175,8.809,5.578,88.0,42.26,1.0
0.118,0.13475,8.804999999999998,5.576,88.0,42.21,1.0
0.079,0.12425,8.801,5.574,88.0,42.16,1.0
-0.048,0.10875,8.8,5.573,86.0,42.17,1.0
-0.042,0.1555,8.798,5.572,86.0,42.26,1.0
-0.049,0.057,8.795,5.569,86.0,42.37,1.0
-0.07299999999999998,0.10875,8.795,5.568,86.0,42.33,1.0
-0.001,0.0985,8.793,5.567,86.0,42.39,1.0
-0.07499999999999998,0.13975,8.791,5.565,86.0,42.43,1.0
0.272,0.2485,8.788999999999998,5.564,86.0,42.48,1.0
-0.121,0.08799999999999998,8.784,5.564,86.0,42.47,1.0
0.008999999999999998,0.1035,8.781,5.561,86.0,42.46,1.0
0.13,0.057,8.779999999999998,5.56,86.0,42.46,1.0
0.049,0.0465,8.776,5.557,86.0,42.46,1.0
-0.056,0.0465,8.774,5.556,86.0,42.44,1.0
-0.039,0.06725,8.771,5.554,86.0,42.41,1.0
-0.055,0.03625,8.769,5.552,86.0,42.41,1.0
-0.078,0.031,8.766,5.549,86.0,42.29,1.0
-0.056,0.06225,8.765,5.546,86.0,42.2,1.0
-0.013,0.05175,8.761,5.544,86.0,42.13,1.0
0.05,0.06725,8.759,5.541,86.0,42.13,1.0
0.085,0.08275,8.756,5.539,86.0,42.06,1.0
-0.034,0.03625,8.753,5.541,86.0,42.0,1.0
0.092,0.0415,8.755,5.541,86.0,41.95,1.0
0.122,0.057,8.753999999999998,5.541,86.0,41.91,1.0
-0.032,0.05175,8.750999999999998,5.539,86.0,41.88,1.0
-0.043,0.05175,8.749,5.54,81.0,41.83,1.0
-0.04,0.0415,8.743999999999998,5.541,81.0,41.8,1.0
-0.066,0.031,8.742,5.541,81.0,41.72,1.0
-0.08,0.05175,8.737999999999998,5.54,81.0,41.62,1.0
0.003,0.05175,8.734,5.537,81.0,41.58,1.0
-0.079,0.03625,8.731999999999998,5.535,81.0,41.58,1.0
0.267,0.08275,8.727999999999998,5.534,81.0,41.58,1.0
-0.095,0.0465,8.726,5.534,81.0,41.56,1.0
0.023,0.06225,8.726,5.531,81.0,41.52,1.0
0.149,0.0415,8.723,5.53,81.0,41.51,1.0
0.054,0.0415,8.721,5.529,81.0,41.49,1.0
-0.052,0.057,8.718,5.527,80.0,41.51,1.0
-0.034,0.057,8.715999999999998,5.525,80.0,41.51,1.0
-0.05,0.057,8.718,5.521,80.0,41.52,1.0
-0.071,0.057,8.717,5.517,80.0,41.38,1.0
-0.08,0.0465,8.714,5.512,80.0,41.33,1.0
0.011,0.05175,8.711,5.507,80.0,41.34,1.0
-0.085,0.0415,8.708,5.501,80.0,41.37,1.0
0.244,0.08275,8.705999999999998,5.497,80.0,41.39,1.0
-0.08,0.06725,8.704,5.494,80.0,41.4,1.0
0.026,0.0465,8.702,5.49,80.0,41.39,1.0
0.15,0.03625,8.699,5.486,80.0,41.38,1.0
0.04,0.05175,8.698,5.486,80.0,41.38,1.0
-0.057,0.0415,8.698,5.484,78.0,41.4,1.0
-0.04,0.06725,8.698,5.484,78.0,41.39,1.0
-0.058,0.0465,8.695999999999998,5.484,78.0,41.38,1.0
-0.081,0.0465,8.692999999999998,5.481,78.0,41.26,1.0
-0.08,0.057,8.689,5.48,78.0,41.23,1.0
0.006,0.06225,8.688,5.482,78.0,41.24,1.0
-0.1,0.057,8.686999999999998,5.484,78.0,41.28,1.0
0.223,0.0985,8.684,5.484,78.0,41.29,1.0
-0.056,0.0465,8.681,5.481,78.0,41.28,1.0
0.051,0.026,8.676999999999998,5.48,78.0,41.27,1.0
0.154,0.0465,8.673,5.475,78.0,41.24,1.0
0.008999999999999998,0.03625,8.670999999999998,5.473,78.0,41.23,1.0
-0.057,0.0415,8.673,5.47,78.0,41.24,1.0
-0.043,0.06225,8.673,5.469,78.0,41.23,1.0
-0.066,0.05175,8.670999999999998,5.469,78.0,41.2,1.0
-0.085,0.0465,8.667,5.469,78.0,41.1,1.0
-0.091,0.031,8.663999999999998,5.468,78.0,41.08,1.0
-0.004,0.057,8.662,5.467,78.0,41.1,1.0
-0.08599999999999998,0.0465,8.659,5.467,78.0,41.13,1.0
0.244,0.10875,8.657,5.467,78.0,41.13,1.0
-0.105,0.05175,8.656,5.467,78.0,41.13,1.0
0.008999999999999998,0.0415,8.654,5.467,78.0,41.11,1.0
0.142,0.0465,8.651,5.467,78.0,41.1,1.0
0.046,0.0465,8.647,5.467,78.0,41.09,1.0
-0.065,0.0465,8.641999999999998,5.465,75.0,41.1,1.0
-0.049,0.05175,8.638999999999998,5.464,75.0,41.11,1.0
-0.065,0.06225,8.64,5.462,75.0,41.1,1.0
-0.08899999999999998,0.0465,8.641,5.459,75.0,40.98,1.0
-0.096,0.0465,8.638999999999998,5.458,75.0,40.95,1.0
-0.059,0.0465,8.637,5.457,75.0,40.97,1.0
-0.04,0.057,8.631999999999998,5.454,75.0,41.01,1.0
0.159,0.07249999999999998,8.63,5.454,75.0,41.02,1.0
-0.063,0.06725,8.628999999999998,5.452,75.0,41.02,1.0
-0.043,0.0415,8.627,5.449,75.0,41.02,1.0
0.08899999999999998,0.0465,8.625999999999998,5.447,75.0,41.01,1.0
0.099,0.0415,8.625,5.444,75.0,41.0,1.0
-0.062,0.0465,8.622,5.444,75.0,41.01,1.0
-0.07299999999999998,0.0465,8.618999999999998,5.444,75.0,41.02,1.0
-0.072,0.0415,8.615999999999998,5.44,75.0,41.04,1.0
-0.098,0.03625,8.612,5.437,75.0,40.95,1.0
-0.11,0.03625,8.609,5.435,75.0,40.9,1.0
-0.096,0.0465,8.606,5.432,75.0,40.9,1.0
-0.029,0.05175,8.605,5.429,75.0,40.94,1.0
-0.07299999999999998,0.05175,8.604,5.429,75.0,40.96,1.0
0.137,0.08275,8.604,5.432,75.0,40.96,1.0
-0.072,0.0465,8.599999999999998,5.432,75.0,40.96,1.0
0.048,0.0415,8.596,5.432,75.0,40.94,1.0
0.115,0.0415,8.592,5.429,76.0,40.94,1.0
-0.046,0.0415,8.586999999999998,5.429,76.0,40.94,1.0
-0.084,0.0465,8.586,5.429,76.0,40.97,1.0
-0.07299999999999998,0.05175,8.589,5.428,76.0,40.96,1.0
-0.096,0.05175,8.586999999999998,5.425,76.0,40.92,1.0
-0.11,0.03625,8.583999999999998,5.423,76.0,40.83,1.0
-0.07499999999999998,0.031,8.58,5.42,76.0,40.84,1.0
-0.05,0.05175,8.577,5.417,76.0,40.85,1.0
0.111,0.057,8.572,5.417,76.0,40.89,1.0
-0.034,0.07249999999999998,8.569,5.414,76.0,40.9,1.0
-0.054,0.05175,8.564999999999998,5.412,76.0,40.9,1.0
0.077,0.057,8.563,5.41,76.0,40.9,1.0
0.092,0.03625,8.561999999999998,5.408,76.0,40.9,1.0
-0.068,0.05175,8.559,5.405,76.0,40.91,1.0
-0.07499999999999998,0.03625,8.554999999999998,5.404,78.0,40.93,1.0
-0.07299999999999998,0.03625,8.553,5.403,78.0,40.93,1.0
-0.095,0.05175,8.55,5.402,78.0,40.86,1.0
-0.103,0.05175,8.548,5.399,78.0,40.77,1.0
-0.08999999999999998,0.031,8.545,5.397,78.0,40.77,1.0
-0.008999999999999998,0.0465,8.54,5.394,78.0,40.81,1.0
-0.084,0.0465,8.538,5.393,78.0,40.85,1.0
0.194,0.08275,8.534,5.392,78.0,40.85,1.0
-0.049,0.06225,8.532999999999998,5.391,78.0,40.85,1.0
0.067,0.0465,8.529999999999998,5.388,78.0,40.84,1.0
0.154,0.0415,8.527,5.387,78.0,40.84,1.0
-0.001,0.057,8.522999999999998,5.385,78.0,40.84,1.0
-0.048,0.05175,8.519999999999998,5.385,75.0,40.87,1.0
-0.033,0.03625,8.518,5.381,75.0,40.9,1.0
-0.055,0.057,8.516999999999998,5.38,75.0,40.87,1.0
-0.071,0.06225,8.513999999999998,5.377,75.0,40.77,1.0
-0.061,0.0465,8.513,5.376,75.0,40.77,1.0
0.006,0.07249999999999998,8.508,5.372,75.0,40.79,1.0
-0.061,0.0465,8.503999999999998,5.37,75.0,40.84,1.0
0.193,0.08275,8.503999999999998,5.367,75.0,40.85,1.0
-0.045,0.05175,8.503999999999998,5.365,75.0,40.86,1.0
0.066,0.0465,8.502,5.362,75.0,40.86,1.0
0.143,0.0415,8.499,5.358,75.0,40.85,1.0
-0.015,0.031,8.495,5.355,75.0,40.85,1.0
-0.059,0.0465,8.493,5.352,77.0,40.88,1.0
-0.046,0.0415,8.492,5.35,77.0,40.88,1.0
-0.07,0.05175,8.487999999999998,5.348,77.0,40.84,1.0
-0.083,0.0465,8.489,5.345,77.0,40.75,1.0
-0.054,0.057,8.489,5.343,77.0,40.74,1.0
-0.018,0.05175,8.484999999999998,5.342,77.0,40.77,1.0
0.085,0.06225,8.481,5.345,77.0,40.8,1.0
0.046,0.05175,8.477999999999998,5.345,77.0,40.81,1.0
-0.034,0.0415,8.477,5.343,77.0,40.81,1.0
0.1,0.0415,8.473,5.341,77.0,40.8,1.0
0.133,0.0465,8.471999999999998,5.338,77.0,40.79,1.0
-0.026,0.06225,8.468,5.337,77.0,40.78,1.0
-0.044,0.06225,8.463,5.335,79.0,40.8,1.0
-0.039,0.0415,8.463,5.332,79.0,40.8,1.0
-0.063,0.03625,8.463,5.331,79.0,40.75,1.0
-0.07399999999999998,0.0415,8.461999999999998,5.326,79.0,40.66,1.0
-0.014,0.0465,8.46,5.322,79.0,40.66,1.0
-0.042,0.0465,8.455999999999998,5.327,79.0,40.69,1.0
0.302,0.08799999999999998,8.452,5.333,79.0,40.73,1.0
-0.136,0.06725,8.448,5.336,79.0,40.74,1.0
-0.001,0.06725,8.447,5.335,79.0,40.74,1.0
0.138,0.0415,8.445,5.332,79.0,40.72,1.0
0.114,0.0465,8.441,5.33,79.0,40.7,1.0
-0.033,0.03625,8.438,5.33,79.0,40.72,1.0
-0.029,0.057,8.435,5.328,78.0,40.74,1.0
-0.035,0.05175,8.432,5.326,78.0,40.74,1.0
-0.058,0.0465,8.429999999999998,5.323,78.0,40.65,1.0
-0.066,0.06225,8.426999999999998,5.322,78.0,40.59,1.0
0.028,0.057,8.426,5.32,78.0,40.61,1.0
-0.076,0.0415,8.425,5.32,78.0,40.62,1.0
0.26,0.06725,8.422,5.317,78.0,40.65,1.0
-0.058,0.0415,8.42,5.313,78.0,40.66,1.0
0.043,0.0465,8.416,5.312,78.0,40.65,1.0
0.168,0.05175,8.413,5.308,78.0,40.63,1.0
0.052,0.05175,8.410999999999998,5.306,78.0,40.63,1.0
-0.042,0.05175,8.41,5.304,80.0,40.64,1.0
-0.028,0.0415,8.407999999999998,5.301,80.0,40.65,1.0
-0.048,0.03625,8.406,5.298,80.0,40.64,1.0
-0.07,0.0465,8.403,5.296,80.0,40.55,1.0
-0.068,0.0415,8.401,5.298,80.0,40.52,1.0
0.013,0.03625,8.397999999999998,5.298,80.0,40.53,1.0
-0.08699999999999998,0.03625,8.394999999999998,5.294,80.0,40.57,1.0
0.231,0.07249999999999998,8.391,5.29,80.0,40.59,1.0
