ECG-mV,EMG-mV,foot GSR-mV,hand GSR-mV,HR-bpm,RESP-mV,Stress
-0.059,0.145,8.497,18.271,89.0,34.1,1.0
-0.07399999999999998,0.145,8.493,18.281,89.0,34.07,1.0
-0.035,0.124,8.49,18.291,89.0,33.95,1.0
-0.096,0.145,8.487,18.301,89.0,33.87,1.0
0.162,0.352,8.484,18.311,89.0,33.88,1.0
-0.072,0.228,8.484,18.321,89.0,34.02,1.0
0.005,0.249,8.484,18.331,89.0,34.18,1.0
0.162,0.145,8.484,18.34,89.0,34.3,1.0
0.179,0.124,8.481999999999998,18.348,89.0,34.45,1.0
-0.068,0.166,8.48,18.361,89.0,34.7,1.0
-0.08899999999999998,0.166,8.477999999999998,18.37,86.0,34.97,1.0
-0.09300000000000001,0.145,8.477,18.38,86.0,35.31,1.0
-0.084,0.166,8.474999999999998,18.387,86.0,35.56,1.0
-0.1,0.145,8.474999999999998,18.382,86.0,35.74,1.0
-0.144,0.228,8.471999999999998,18.382,86.0,36.05,1.0
0.08599999999999998,0.331,8.471,18.387,86.0,36.37,1.0
-0.06,0.228,8.47,18.394,86.0,36.76,1.0
0.062,0.331,8.468,18.397,86.0,37.02,1.0
0.218,0.145,8.467,18.398,86.0,37.27,1.0
-0.017,0.207,8.465999999999998,18.396,86.0,37.5,1.0
-0.095,0.166,8.465,18.394,89.0,37.74,1.0
-0.08999999999999998,0.249,8.465,18.392,89.0,37.89,1.0
-0.103,0.124,8.465,18.387,89.0,37.88,1.0
-0.066,0.559,8.465,18.384,89.0,37.63,1.0
-0.137,0.29,8.461999999999998,18.382,89.0,37.44,1.0
0.164,0.456,8.461999999999998,18.377,89.0,37.21,1.0
-0.15,0.331,8.461,18.368,89.0,36.97,1.0
-0.003,0.124,8.46,18.358,89.0,36.71,1.0
0.169,0.166,8.46,18.348,89.0,36.51,1.0
0.108,0.145,8.457,18.338,89.0,36.31,1.0
-0.102,0.29,8.457,18.328,88.0,36.11,1.0
-0.103,0.166,8.457,18.318,88.0,35.93,1.0
-0.109,0.269,8.455,18.308,88.0,35.78,1.0
-0.122,0.166,8.452999999999998,18.298,88.0,35.48,1.0
-0.078,0.186,8.452,18.288,88.0,35.23,1.0
-0.144,0.166,8.451,18.28,88.0,35.13,1.0
0.164,0.435,8.449999999999998,18.275,88.0,35.08,1.0
-0.134,0.186,8.447,18.266,88.0,35.04,1.0
0.003,0.269,8.447,18.26,88.0,35.0,1.0
0.186,0.124,8.447,18.255,88.0,34.97,1.0
0.124,0.124,8.445,18.249,88.0,34.93,1.0
-0.072,0.104,8.445,18.247,84.0,34.87,1.0
-0.067,0.145,8.445,18.247,84.0,34.81,1.0
-0.072,0.124,8.442,18.249,84.0,34.81,1.0
-0.084,0.124,8.442,18.258,84.0,34.7,1.0
-0.08699999999999998,0.145,8.442,18.27,84.0,34.58,1.0
-0.1,0.124,8.441,18.289,84.0,34.54,1.0
0.196,0.311,8.439999999999998,18.309,84.0,34.58,1.0
-0.097,0.207,8.439999999999998,18.332,84.0,34.64,1.0
0.023,0.104,8.438,18.359,84.0,34.61,1.0
0.181,0.145,8.436999999999998,18.418,84.0,34.69,1.0
0.184,0.166,8.436999999999998,18.422,84.0,34.71,1.0
-0.054,0.104,8.436999999999998,18.445,84.0,34.83,1.0
-0.071,0.124,8.436999999999998,18.465,83.0,34.97,1.0
